CloneGroupType,X2,EachGroup_25Percentile,CloneGroupMax,CloneGroupMin,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,X10,ShanonEntropy,NorShanonEntropy,X13,X14
903,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
904,Functions,3.00,6.00,2.00,4.00,4.00,8.00,2.828427,2,1,0.8112781244591328,NA,NA
905,Functions,3.00,6.00,2.00,4.00,4.00,8.00,2.828427,2,1,0.8112781244591328,NA,NA
906,Functions,3.00,6.00,2.00,4.00,4.00,8.00,2.828427,2,1,0.8112781244591328,NA,NA
907,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
908,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
909,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
910,Functions,2.00,5.00,2.00,3.00,2.00,3.00,1.732051,3,0.9182958340544896,0.9057125980138372,NA,NA
911,Functions,0.50,237.00,0.00,34.86,1.00,7946.48,89.14301,7,2.2359263506290326,NaN,NA,NA
912,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
913,Functions,2.50,5.00,1.00,3.25,3.50,2.92,1.707825,4,2,0.9131226292013046,NA,NA
914,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
915,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
916,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
917,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
918,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
919,Functions,9.75,30.00,3.00,16.50,16.50,364.50,19.09188,2,1,0.4394969869215134,NA,NA
920,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
921,Functions,7.50,9.00,7.00,8.00,8.00,2.00,1.414214,2,1,0.98869940828849745,NA,NA
922,Functions,3.75,9.00,2.00,5.50,5.50,24.50,4.949747,2,1,0.6840384356390417,NA,NA
923,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
924,Functions,0.00,1.00,0.00,0.50,0.50,0.33,0.5773503,4,1,NaN,NA,NA
925,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
926,Functions,1.75,7.00,0.00,3.50,3.50,24.50,4.949747,2,1,NaN,NA,NA
927,Functions,22.00,37.00,17.00,27.00,27.00,200.00,14.14214,2,1,0.898653375690748,NA,NA
928,Functions,0.50,3.00,0.00,1.33,1.00,2.33,1.527525,3,1.584962500721156,NaN,NA,NA
929,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
930,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
931,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
932,Functions,0.75,2.00,0.00,1.00,1.00,0.67,0.8164966,4,1.5,NaN,NA,NA
933,Functions,0.00,8.00,-1.00,1.20,0.00,7.51,2.740641,10,1.7709505944546686,NaN,NA,NA
934,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,3,-0,NaN,NA,NA
935,Functions,1.00,58.00,0.00,12.20,1.00,655.70,25.60664,5,1.3709505944546687,NaN,NA,NA
936,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
937,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
938,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
939,Functions,1.00,8.00,1.00,3.33,1.00,16.33,4.041452,3,0.9182958340544896,0.5816718657178868,NA,NA
940,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
941,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
942,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
943,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
944,Functions,29.75,62.00,19.00,40.50,40.50,924.50,30.40559,2,1,0.7858895831387681,NA,NA
945,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
946,Functions,2.00,5.00,1.00,3.00,3.00,8.00,2.828427,2,1,0.6500224216483541,NA,NA
947,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
948,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
949,Functions,0.50,2.00,0.00,1.00,1.00,1.00,1,3,1.584962500721156,NaN,NA,NA
950,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
951,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
952,Functions,0.00,2.00,0.00,1.00,1.00,1.00,1,5,1.5219280948873621,NaN,NA,NA
953,Functions,1.00,4.00,1.00,2.00,1.00,3.00,1.732051,3,0.9182958340544896,0.7896900821428475,NA,NA
954,Functions,2.50,5.00,2.00,3.33,3.00,2.33,1.527525,3,1.584962500721156,0.9372305632161296,NA,NA
955,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
956,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
957,Functions,5.00,17.00,1.00,9.00,9.00,128.00,11.31371,2,1,0.3095434291503252,NA,NA
958,Functions,5.00,17.00,1.00,9.00,9.00,128.00,11.31371,2,1,0.3095434291503252,NA,NA
959,Functions,1.00,3.00,1.00,1.71,2.00,0.57,0.7559289,7,1.4488156357251847,0.957742056202218,NA,NA
960,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
961,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
962,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
963,Functions,2.50,8.00,1.00,4.33,4.00,12.33,3.511885,3,1.584962500721156,0.7816596645276667,NA,NA
964,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,3,-0,1,NA,NA
965,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
966,Functions,4.50,15.00,1.00,8.00,8.00,98.00,9.899495,2,1,0.3372900666170139,NA,NA
967,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
968,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
969,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
970,Functions,8.00,26.00,2.00,14.00,14.00,288.00,16.97056,2,1,0.37123232664087563,NA,NA
971,Functions,2.00,4.00,1.00,2.67,3.00,2.33,1.527525,3,1.584962500721156,0.886859507142915,NA,NA
972,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
973,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
974,Functions,1.00,10.00,0.00,2.75,2.00,9.93,3.150964,8,2.1556390622295662,NaN,NA,NA
975,Functions,13.00,49.00,1.00,25.00,25.00,1152.00,33.94113,2,1,0.14144054254182067,NA,NA
976,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
977,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
978,Functions,1.50,21.00,0.00,8.00,3.00,129.00,11.35782,3,1.584962500721156,NaN,NA,NA
979,Functions,-0.50,1.00,-1.00,0.00,0.00,2.00,1.414214,2,1,NaN,NA,NA
980,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
981,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
982,Functions,1.00,2.00,1.00,1.33,1.00,0.33,0.5773503,3,0.9182958340544896,0.9463946303571862,NA,NA
983,Functions,9.50,35.00,1.00,18.00,18.00,578.00,24.04163,2,1,0.18312206830137276,NA,NA
984,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
985,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
986,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
987,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
988,Functions,1.75,2.00,1.00,1.75,2.00,0.25,0.5,4,0.8112781244591328,0.9751060324573734,NA,NA
989,Functions,6.50,89.00,4.00,34.00,9.00,2275.00,47.69696,3,1.584962500721156,0.4188741675943704,NA,NA
990,Functions,6.50,89.00,4.00,34.00,9.00,2275.00,47.69696,3,1.584962500721156,0.4188741675943704,NA,NA
991,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
992,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
993,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
994,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
995,Functions,3.75,15.00,0.00,7.50,7.50,112.50,10.6066,2,1,NaN,NA,NA
996,Functions,0.50,15.00,0.00,5.33,1.00,70.33,8.386497,3,1.584962500721156,NaN,NA,NA
997,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
998,Functions,1.25,5.00,0.00,2.50,2.50,12.50,3.535534,2,1,NaN,NA,NA
999,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1000,Functions,0.50,4.00,0.00,1.43,1.00,1.95,1.397276,7,1.9502120649147467,NaN,NA,NA
1001,Functions,2.75,5.00,2.00,3.50,3.50,4.50,2.12132,2,1,0.863120568566631,NA,NA
1002,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1003,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1004,Functions,5.00,17.00,1.00,9.00,9.00,128.00,11.31371,2,1,0.3095434291503252,NA,NA
1005,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1006,Functions,35.00,35.00,35.00,35.00,35.00,0.00,0,3,-0,1,NA,NA
1007,Functions,3.50,194.00,1.00,67.00,6.00,12103.00,110.0136,3,1.584962500721156,0.15057098873247918,NA,NA
1008,Functions,3.50,194.00,1.00,67.00,6.00,12103.00,110.0136,3,1.584962500721156,0.15057098873247918,NA,NA
1009,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1010,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1011,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1012,Functions,19.00,19.00,19.00,19.00,19.00,0.00,0,2,-0,1,NA,NA
1013,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1014,Functions,3.00,5.00,1.00,3.00,3.00,1.60,1.264911,6,1.2516291673878228,0.9548700637818397,NA,NA
1015,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1016,Functions,3.00,15.00,3.00,9.00,9.00,48.00,6.928203,4,1,0.825011210824177,NA,NA
1017,Functions,6.00,15.00,3.00,9.00,9.00,72.00,8.485281,2,1,0.6500224216483541,NA,NA
1018,Functions,6.00,15.00,3.00,9.00,9.00,72.00,8.485281,2,1,0.6500224216483541,NA,NA
1019,Functions,2.50,15.00,2.00,6.67,3.00,52.33,7.234178,3,1.584962500721156,0.6650099119652509,NA,NA
1020,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1021,Functions,1.75,5.00,1.00,3.25,3.50,4.25,2.061553,4,1.5,0.880247514883099,NA,NA
1022,Functions,6.25,7.00,6.00,6.50,6.50,0.50,0.7071068,2,1,0.9957274520849255,NA,NA
1023,Functions,11.25,45.00,0.00,22.50,22.50,1012.50,31.81981,2,1,NaN,NA,NA
1024,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1025,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1026,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1027,Functions,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,0,2,-0,1,NA,NA
1028,Functions,0.00,3.00,0.00,1.25,1.00,2.25,1.5,4,1.5,NaN,NA,NA
1029,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1030,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1031,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1032,Functions,1.75,3.00,1.00,2.25,2.50,0.92,0.9574271,4,1.5,0.9455305560363263,NA,NA
1033,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,3,-0,1,NA,NA
1034,Functions,1.00,8.00,1.00,3.40,2.00,9.30,3.04959,5,1.9219280948873623,0.8075749859632809,NA,NA
1035,Functions,2.00,12.00,2.00,5.00,3.00,22.67,4.760952,4,1.5,0.7854752972273343,NA,NA
1036,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1037,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1038,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1039,Functions,0.00,2.00,0.00,1.12,1.50,0.98,0.9910312,8,1.4056390622295665,NaN,NA,NA
1040,Functions,0.00,3.00,0.00,1.20,1.00,1.70,1.30384,5,1.9219280948873623,NaN,NA,NA
1041,Functions,2.00,5.00,1.00,3.00,3.00,8.00,2.828427,2,1,0.6500224216483541,NA,NA
1042,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1043,Functions,0.00,4.00,0.00,0.80,0.00,3.20,1.788854,5,0.7219280948873623,NaN,NA,NA
1044,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1045,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1046,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1047,Functions,0.00,101.00,0.00,25.50,0.50,2533.67,50.33554,4,1.5,NaN,NA,NA
1048,Functions,5.25,6.00,5.00,5.50,5.50,0.50,0.7071068,2,1,0.9940302114769565,NA,NA
1049,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1050,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1051,Functions,0.25,14.00,-1.00,3.17,1.00,30.97,5.56477,6,2.2516291673878226,NaN,NA,NA
1052,Functions,1.00,2.00,0.00,1.17,1.00,0.57,0.7527727,6,1.4591479170272448,NaN,NA,NA
1053,Functions,2.00,4.00,2.00,2.67,2.00,1.33,1.154701,3,0.9182958340544896,0.9463946303571862,NA,NA
1054,Functions,0.00,5.00,0.00,2.25,2.00,6.92,2.629956,4,1.5,NaN,NA,NA
1055,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1056,Functions,1.00,115.00,0.00,20.33,1.50,2151.87,46.38822,6,2.2516291673878226,NaN,NA,NA
1057,Functions,0.00,3.00,0.00,1.00,0.00,3.00,1.732051,3,0.9182958340544896,NaN,NA,NA
1058,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1059,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1060,Functions,1.75,4.00,1.00,2.50,2.50,4.50,2.12132,2,1,0.7219280948873623,NA,NA
1061,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1062,Functions,7.00,7.00,7.00,7.00,7.00,0.00,0,2,-0,1,NA,NA
1063,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1064,Functions,0.00,22.00,0.00,3.88,1.50,55.55,7.453427,8,2.1556390622295662,NaN,NA,NA
1065,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1066,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1067,Functions,3.00,7.00,2.00,4.33,4.00,6.33,2.516611,3,1.584962500721156,0.8956403056385981,NA,NA
1068,Functions,4.00,9.00,0.00,5.67,8.00,24.33,4.932883,3,1.584962500721156,NaN,NA,NA
1069,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1070,Functions,13.75,16.00,13.00,14.50,14.50,4.50,2.12132,2,1,0.9922666387194963,NA,NA
1071,Functions,5.50,14.00,1.00,8.33,10.00,44.33,6.658328,3,1.584962500721156,0.7463685701896878,NA,NA
1072,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1073,Functions,2.75,5.00,2.00,3.50,3.50,4.50,2.12132,2,1,0.863120568566631,NA,NA
1074,Functions,1.50,3.00,1.00,2.00,2.00,1.00,1,3,1.584962500721156,0.9206198357143051,NA,NA
1075,Functions,-2.00,-2.00,-2.00,-2.00,-2.00,0.00,0,2,-0,1,NA,NA
1076,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1077,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1078,Functions,7.00,13.00,5.00,9.00,9.00,32.00,5.656854,2,1,0.8524051786494786,NA,NA
1079,Functions,2.75,11.00,0.00,5.50,5.50,60.50,7.778175,2,1,NaN,NA,NA
1080,Functions,1.25,5.00,0.00,2.50,2.50,12.50,3.535534,2,1,NaN,NA,NA
1081,Functions,2.50,3.00,2.00,2.67,3.00,0.33,0.5773503,3,0.9182958340544896,0.985056822321508,NA,NA
1082,Functions,3.25,10.00,1.00,5.50,5.50,40.50,6.363961,2,1,0.4394969869215134,NA,NA
1083,Functions,87.00,345.00,1.00,173.00,173.00,59168.00,243.2447,2,1,0.028541145773694807,NA,NA
1084,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1085,Functions,1.50,4.00,1.00,2.33,2.00,2.33,1.527525,3,1.584962500721156,0.8699155297736259,NA,NA
1086,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1087,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1088,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1089,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1090,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1091,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1092,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1093,Functions,41.75,167.00,0.00,83.50,83.50,13944.50,118.0868,2,1,NaN,NA,NA
1094,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1095,Functions,0.00,4.00,0.00,1.33,0.00,5.33,2.309401,3,0.9182958340544896,NaN,NA,NA
1096,Functions,2.50,7.00,1.00,4.00,4.00,18.00,4.242641,2,1,0.5435644431995964,NA,NA
1097,Functions,1.00,4.00,0.00,2.00,2.00,4.00,2,3,1.584962500721156,NaN,NA,NA
1098,Functions,4.25,11.00,2.00,6.50,6.50,40.50,6.363961,2,1,0.6193821946787638,NA,NA
1099,Functions,0.50,5.00,0.00,2.00,1.00,7.00,2.645751,3,1.584962500721156,NaN,NA,NA
1100,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1101,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1102,Functions,7.25,26.00,1.00,13.50,13.50,312.50,17.67767,2,1,0.228538143953528,NA,NA
1103,Functions,100.25,395.00,2.00,198.50,198.50,77224.50,277.893,2,1,0.04570302331307427,NA,NA
1104,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,5,-0,NaN,NA,NA
1105,Functions,2.25,9.00,0.00,4.50,4.50,40.50,6.363961,2,1,NaN,NA,NA
1106,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
1107,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1108,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,4,-0,1,NA,NA
1109,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1110,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1111,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1112,Functions,0.50,4.00,0.00,1.67,1.00,4.33,2.081666,3,1.584962500721156,NaN,NA,NA
1113,Functions,3.25,7.00,2.00,4.50,4.50,12.50,3.535534,2,1,0.7642045065086203,NA,NA
1114,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1115,Functions,2.00,8.00,0.00,4.00,4.00,32.00,5.656854,2,1,NaN,NA,NA
1116,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,3,-0,1,NA,NA
1117,Functions,1.00,14.00,1.00,5.33,1.00,56.33,7.505553,3,0.9182958340544896,0.42181719939456,NA,NA
1118,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
1119,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1120,Functions,-0.75,0.00,-1.00,-0.50,-0.50,0.50,0.7071068,2,1,NaN,NA,NA
1121,Functions,1.25,12.00,1.00,3.33,2.00,18.27,4.273952,6,1.4591479170272448,0.7237824896619229,NA,NA
1122,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
1123,Functions,22.50,87.00,1.00,44.00,44.00,3698.00,60.81118,2,1,0.08970338978684994,NA,NA
1124,Functions,0.00,1.00,0.00,0.33,0.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
1125,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1126,Functions,30.75,117.00,2.00,59.50,59.50,6612.50,81.31728,2,1,0.12311463565031058,NA,NA
1127,Functions,1.50,177.00,1.00,60.00,2.00,10267.00,101.3262,3,1.584962500721156,0.0868137432742688,NA,NA
1128,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
1129,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,4,-0,NaN,NA,NA
1130,Functions,1.50,3.00,1.00,2.00,2.00,1.00,1,3,1.584962500721156,0.9206198357143051,NA,NA
1131,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1132,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1133,Functions,1.25,2.00,1.00,1.50,1.50,0.50,0.7071068,2,1,0.9182958340544896,NA,NA
1134,Functions,11.00,11.00,11.00,11.00,11.00,0.00,0,2,-0,1,NA,NA
1135,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1136,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1137,Functions,9.25,37.00,0.00,18.50,18.50,684.50,26.16295,2,1,NaN,NA,NA
1138,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1139,Functions,0.75,3.00,0.00,1.50,1.50,4.50,2.12132,2,1,NaN,NA,NA
1140,Functions,3.25,7.00,2.00,4.50,4.50,12.50,3.535534,2,1,0.7642045065086203,NA,NA
1141,Functions,3.50,6.00,1.00,4.33,6.00,8.33,2.886751,3,0.9182958340544896,0.8292439007914475,NA,NA
1142,Functions,1.00,3.00,1.00,1.67,1.00,1.33,1.154701,3,0.9182958340544896,0.8649735207179273,NA,NA
1143,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1144,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1145,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1146,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
1147,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
1148,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
1149,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1150,Functions,0.50,1.00,0.00,0.67,1.00,0.33,0.5773503,3,0.9182958340544896,NaN,NA,NA
1151,Functions,1.00,2.00,1.00,1.40,1.00,0.30,0.5477226,5,0.9709505944546686,0.9629610647945144,NA,NA
1152,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1153,Functions,0.50,2.00,0.00,1.00,1.00,2.00,1.414214,2,1,NaN,NA,NA
1154,Functions,0.00,3.00,0.00,1.14,1.00,1.81,1.345185,7,1.5566567074628228,NaN,NA,NA
1155,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1156,Functions,0.00,2.00,0.00,1.00,1.00,1.00,1,5,1.5219280948873621,NaN,NA,NA
1157,Functions,0.50,6.00,0.00,2.33,1.00,10.33,3.21455,3,1.584962500721156,NaN,NA,NA
1158,Functions,6.00,24.00,0.00,12.00,12.00,288.00,16.97056,2,1,NaN,NA,NA
1159,Functions,6.00,24.00,0.00,12.00,12.00,288.00,16.97056,2,1,NaN,NA,NA
1160,Functions,6.00,24.00,0.00,12.00,12.00,288.00,16.97056,2,1,NaN,NA,NA
1161,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
1162,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
1163,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
1164,Functions,1.00,4.00,0.00,2.00,2.00,8.00,2.828427,2,1,NaN,NA,NA
1165,Functions,1.75,25.00,1.00,7.75,2.50,132.92,11.52895,4,2,0.4956256996042185,NA,NA
1166,Functions,0.00,17.00,0.00,5.67,0.00,96.33,9.814955,3,0.9182958340544896,NaN,NA,NA
1167,Functions,2.00,5.00,1.00,3.00,3.00,8.00,2.828427,2,1,0.6500224216483541,NA,NA
1168,Functions,2.00,8.00,0.00,4.00,4.00,32.00,5.656854,2,1,NaN,NA,NA
